"Site_no","Country","Taxa_code","Type_1","Type_2","Site_block","Site_name","Group","Genus_family","Mode","Lowest_level","FA1","FA2","FA3","FA4","FA5","FA6","FA7","FA8","FA9","FA10","FA11","FA12","FA13","FA14","FA15","FA16","FA17","FA18","FA19","FA20","FA21","FA22","FA23","FA24","FA25","FA26","FA27","FA28","FA29","FA30","FA31","FA32","FA33","FA34","FA35","FA36","FA37","EPA_perc","DHA_perc","LNA_perc","ALA_perc","Spider_body_size","chl_a_m2_day","Width","Riparian_PC1","Catchment_PC1","s3","cd1","cy2","dis3","dis4","life1","life2","wnb2","wnb3","wnb5","EPA_ALA_ratio","Lycosidae"
2,"RO","Lyco","FOR","FOR","TAR_FOR","TAR_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-13.6623997807893,-12.763954171758,-12.2812857133307,-13.4454898719207,-12.3057842332623,-9.14198622972128,-14.8856506029116,-12.1936771166532,-10.4478507747562,-6.62262890464209,-12.8338562870436,-9.12593026610967,-9.82459039701692,-6.68263649131758,-5.29985218391401,-6.56993096728862,-8.66107718771912,-7.92702222592132,-12.1677545796654,-10.618897912424,-9.64492059974143,-12.6926641208244,-10.789047314225,-12.3732910269788,-13.4912107287994,-12.5144300628997,-11.3017557520541,-11.4073527488919,-13.2009373490255,-15.4341632983177,-11.1748218688542,-11.5986391661353,-12.3969759853942,-12.6163848847879,-14.0194093068573,-13.5405197075033,-11.3126051908439,0.683038623213035,-0.978263313379285,0.337962999792666,0.495697983621553,0.430259115442828,1.34331760682679,0.145256285437653,-0.155716811202102,-0.426026665586649,0.392849892085793,0.593283184627013,1.14424288020261,-0.0699651204445078,0.914415021279606,0.0926584473448781,1.34170889344289,-0.517784232570498,0.794458398061318,1.98599703209006,0.144125241402834,0.367382649587842
20,"NO","Lyco","FOR","FOR","HSK_FOR","HSK_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-12.0801893440595,-11.318975367591,-12.0869011410641,-12.9339280928713,-12.4355228064501,-8.48701151667996,-14.620523395618,-10.441903986053,-8.97430233125861,-5.66388033927167,-11.6865253803407,-9.20282380966249,-10.4096062285335,-7.97219501732614,-5.59202669674458,-6.58445029590817,-10.3925692997664,-9.68950025437859,-12.7059781683729,-9.62115748207995,-9.15949912482312,-10.6485841901538,-9.8844201783049,-11.6666062412599,-11.5969035707534,-11.2602935654707,-11.553288438267,-10.8865149706296,-12.1406161503868,-13.9323735051335,-10.0847288395969,-10.0962207182636,-10.2701897221739,-13.0131067412943,-12.7010098982967,-10.886128715626,-10.6080357785684,-2.31564731513683,-0.265047400056672,-3.1738119027319,-0.495387571397432,-0.644221137209665,-0.728301824605967,-0.0321067293833645,0.73129904563052,-1.5789248788524,0.770290801386083,0.772831702842069,0.793291049277959,0.0388478662554604,0.549612433964581,0.121725601117696,1.04766375394391,0.199095001743274,0.480879049682953,1.40414293257625,-1.53791264130814,-0.714221417310121
20,"RO","Lyco","FBF","PAIR","POT_PAIR","POT_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.2762112187295,-10.9537714731577,-12.5879420113822,-12.1767043964141,-12.2417343220995,-11.4898792595011,-14.5832629659992,-11.7414198018292,-11.662769453204,-6.94360446110707,-11.4044710016991,-8.15328459205233,-9.74528242715024,-6.42154940933159,-5.62268363775758,-5.9820148827916,-8.14597856404313,-7.93189987402821,-12.070855833736,-10.2476001312364,-9.81481442008694,-12.285865706546,-10.5383658433109,-11.7504353806146,-13.2960903327975,-12.9017266266372,-11.6036947347852,-11.2127103890704,-11.9969380199197,-14.2700898499356,-12.1399980681657,-12.9738198885969,-12.4150253615018,-12.4311801785695,-11.6031660423623,-12.0405165440276,-10.5887937506864,0.674578199475405,-0.349668690488778,1.10814832423267,0.630260215238592,0.37155484667238,1.09431556875123,0.289667899728428,-0.128776254706229,0.353668065150104,0.339896590625686,0.909952442464013,0.496419792658068,1.71931648794513,0.495355129333428,0.818359415052489,0.425845746849318,1.18081167679635,-0.350383849649985,0.596552524761949,0.0238445213636543,-0.485487953406482
20,"SE","Lyco","FBF","PAIR","BUR_PAIR","BUR_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-11.6065691201573,-12.0366393760022,-11.6437037635771,-13.2231411855938,-13.1978923236139,-9.04800278818796,-14.7120097239061,-11.3377021979289,-9.06010671002626,-6.12701983695503,-12.1868171873674,-8.79649564088147,-10.0123106766889,-6.93661576307463,-5.75646606018895,-6.38057201548752,-8.6297421110061,-7.99108557912093,-11.5754623915333,-8.74196723427911,-9.19002468646151,-10.6215838485979,-9.37207590643934,-9.99722791701907,-11.0362262909312,-11.2154899147623,-9.58420866389617,-10.2484578250676,-11.3655649430971,-13.6462088221279,-9.04454784328756,-9.07386538099957,-10.4065009790255,-11.1547590109873,-12.6661058179672,-8.91329722296906,-10.4794468192448,0.572037744776848,1.42243311615997,-0.384122278231583,0.177413140166937,-0.73076682684852,-0.315780398737292,0.832596158048093,1.41315445082176,0.0144825280099779,0.0793578217999605,-0.245504321963868,0.792731375276735,-0.281011016345407,-0.527632996603029,-0.557849872589137,-0.420911563347858,-0.986065474740415,-0.13728827334761,-0.299969546092662,0.32083264669871,-0.629179623045181
21,"NO","Lyco","UBF","PAIR","HSK_PAIR","HSK_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.4385700384363,-10.8526410830441,-11.2447813493136,-12.5705782625187,-13.1056266551429,-8.56626303693203,-14.1519145983923,-10.5779327277683,-8.92959139267182,-5.74703356061432,-11.4685384827227,-9.03592854540736,-10.8653603913682,-7.3086988807446,-5.7649368435734,-6.41342699772612,-9.53652515103762,-8.84316380492801,-12.2666987779462,-9.50240151271162,-9.22890985844929,-10.3085171311978,-9.801018296325,-10.9356539608557,-11.4059448314266,-10.9532914464405,-10.7058291408202,-10.4569540095323,-11.9643625662954,-14.6323280631493,-9.12592689000596,-9.39229140315954,-10.8072962419263,-11.6990999637463,-12.5826556222272,-11.4457042142277,-10.6086845819781,-0.886176440330823,0.473134682084362,-1.40842469583462,-1.26620467782332,-2.50058383262832,0.501106252262843,-0.251873792690815,0.386637047912612,-0.751537539219203,0.995416794827533,0.836479152235525,0.48680533687476,0.0593766352799658,1.24334553290862,1.02276187297659,-0.766933911019515,-0.23564886857801,2.02579510251923,-0.213179702652163,0.322461275299453,-0.714221417310121
21,"RO","Lyco","UBF","PAIR","STR_PAIR","STR_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.2451683171664,-12.4822892508284,-12.4568225814682,-13.2830589551905,-12.4175553591897,-9.31038503748829,-14.3097245171377,-12.7590129437796,-11.7013080618573,-6.99270683488819,-13.0731934649463,-9.22135594011667,-10.294370004467,-6.26209328709085,-5.34257904402202,-6.38826264511196,-9.12081646379727,-8.58007048664258,-11.6563313695657,-10.3310716336658,-9.87413609721625,-12.3540222078234,-10.6018999571138,-13.1468414789284,-13.1073225954371,-13.2518970831087,-11.1088912589411,-11.6194697246929,-13.3008237569382,-15.8536810502553,-11.8228333071303,-11.556492033261,-13.2081510539316,-13.3166368452462,-13.2351533430037,-12.6576974112502,-11.3841595657492,-0.438781592963313,-1.75871518007074,1.59721810131906,-0.300338736112011,0.333473538407273,0.00789195493746227,-0.423494166851035,-1.57271957150435,0.371848969234232,0.497295639112139,0.3930398785889,-0.0912344284961629,-0.210070232579016,0.608573489327505,0.566966516168631,0.788163476931534,1.55239342995417,-1.00557792288989,0.0880267759623009,-0.117522110284645,-0.181806558192005
21,"SE","Lyco","UBF","PAIR","SKA_PAIR","SKA_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-11.4654878965181,-11.9147695845057,-10.975088547273,-12.9987490459391,-12.6917367287078,-7.69235254639683,-14.1143500142142,-11.747502364073,-9.2042943649198,-6.07629764311225,-12.1828721707702,-9.14084240190834,-10.4618448742016,-6.61410185243809,-5.74141892683259,-6.5389330916047,-8.90680904909557,-8.36428551001505,-12.2450926124181,-9.7031322858354,-9.46306093456632,-10.532468889413,-9.68830459264003,-10.8449079355821,-12.0088840075523,-11.9126551209907,-9.86489542798321,-10.9022546612491,-12.7054469869146,-13.9681800829836,-9.49205117463873,-9.86648588338638,-10.9231341993201,-11.8760057957556,-12.6592922884898,-9.28783730618407,-10.6351470315781,-0.0701853470134381,0.564832882794321,0.537010241923858,-0.583784061191889,0.520835694640683,0.412267340240238,0.921742070670447,-0.435916408259281,-0.0505343732809388,-1.08351491523874,-0.867242736632161,-1.15137579040565,-0.878900144874169,-0.57429887637242,-0.661938612491987,-0.398320822891585,-1.13702299402768,0.265722388935373,-0.820365425393424,0.430031151812066,-0.680703542118136
22,"RO","Lyco","FBF","PAIR","STR_PAIR","STR_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.6010430207684,-12.0056864285114,-13.0189480716057,-12.2661500455453,-12.3610952304765,-9.5048047247523,-13.9099574455769,-12.4624117042245,-10.6552337393485,-6.66778426426233,-12.2442095190335,-8.5859839001505,-9.96999291263832,-6.91904688432439,-5.40592825173375,-6.16541520080829,-8.47610163294959,-7.98064707046746,-12.0646561814947,-10.444884559384,-9.16024451925505,-12.2464821053688,-10.6658883284113,-11.0654774188456,-13.405803459892,-12.549140688704,-11.5470680637388,-11.4922678450668,-13.053286880952,-13.9527281315316,-11.4660035994203,-11.9523645495922,-12.1004694911719,-12.3572704034974,-13.0104502094174,-12.2190363667877,-10.8889847400393,0.590107024475428,0.341974267922318,-0.334866086815706,0.249138917417319,0.618896787685904,2.0535098803772,-0.596454111704878,-0.116497978387204,0.511746739193743,-2.53823819617273,-4.03162773755426,-0.463220363513716,-1.87920239727234,1.87059758637085,-1.83473882298668,0.122581013055631,-1.36639692819,-1.00557792288989,3.63887960863938,0.275279295033092,0.821628426558455
22,"SE","Lyco","FBF","PAIR","SKA_PAIR","SKA_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.0243478901359,-12.5320287262536,-12.8260738725687,-13.1762556924563,-13.8121964258289,-9.80609546997474,-13.6668767663411,-11.0006601856183,-10.0799171814312,-6.08540001726452,-12.2198651145761,-8.72418395947619,-9.76383557686731,-6.94587304400187,-5.73635096717564,-6.29785326581958,-8.35126260504917,-8.09217160654497,-11.2977303449386,-8.7397373257923,-9.21942453889518,-11.1486108378057,-9.94695260703404,-10.7090871877064,-10.7417268942013,-11.4472716661288,-10.3111359720891,-10.8742118552185,-11.6406006209652,-14.4604108656052,-9.07128993056317,-9.75000574048979,-10.4365020286308,-11.4175815448965,-12.2594116227419,-9.00103796877553,-10.4162824462208,0.397383296862692,0.702109335787219,-0.410038897279654,0.598775594578471,-2.24294972741055,0.821121737772248,1.25397261936757,1.62759953880982,0.0113327030111457,-0.140356319606552,-0.044184371004028,0.575419827067337,-0.54901817972551,0.825098850577726,-0.287919177303609,1.33456218213089,-1.5822164796977,0.606280226866781,1.38606541151697,-0.178577317640614,-0.707616770333801
23,"RO","Lyco","UBF","PAIR","POA_PAIR","POA_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.5603964829375,-12.3156771654158,-11.9272527095521,-12.5946320224865,-12.7232450507735,-9.13921901072229,-14.7873328396543,-11.6571902114002,-9.39654996603928,-6.39673025954078,-12.3969405645848,-8.51622171603439,-9.8972990221236,-6.96637538221404,-5.56201307134951,-6.11601047682792,-8.98286509980714,-7.85434433493088,-11.4418513322039,-10.4164565677234,-9.33634719872731,-11.5399792200143,-9.83229833748704,-9.77284522396323,-12.3509705671463,-12.3437014070665,-10.9899864005008,-10.9982525528003,-12.5483959157996,-15.0365329313994,-10.5736319802478,-11.2686131653085,-11.9617972695889,-12.3513767706947,-13.4177630549668,-12.2977389636278,-10.5563976872191,0.809286172696532,1.64990104514765,-0.467347583857647,0.372383515795135,0.40738034653085,0.647575538991896,0.303787980082533,-1.27258147823317,0.399618505594864,0.597152990634822,0.56364425850999,0.73856455537011,1.55989706935334,0.156054082926568,0.909999942568808,0.0314553166283169,1.3215870636145,-0.88272352935672,0.36020340681885,0.351818195548035,-0.141779443558377
23,"SE","Lyco","UBF","PAIR","HAG_PAIR","HAG_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.5256430942062,-11.3061620430592,-11.8231671005206,-12.2948064565375,-11.7857181781704,-8.81549560752853,-14.1052389547833,-11.655208750765,-8.17728419079273,-5.90432828932483,-12.0428273422641,-9.1303142364499,-10.3226500119824,-7.23900177643417,-5.62591389082569,-6.43740310842475,-9.70362131308038,-9.29515173298412,-12.8762431625045,-9.86735797879857,-9.27439066222855,-10.67809366679,-9.35662796334488,-11.1030690336447,-11.7761463908095,-12.0440959353058,-10.3911671651605,-10.3549183375092,-12.2451299039572,-13.9050476074486,-9.97122534775419,-10.605802383392,-11.0068987100199,-11.5525909849211,-12.9549893056,-8.97396231503213,-10.8921433676677,-1.65101925104806,0.304000613034261,-1.21897337267696,-0.348212144106816,0.0582660799213169,1.18783540705293,-0.248714329780148,-0.314531518559077,0.327564851862523,-0.492103605097989,-0.525654650486055,0.309075021625757,-0.318706084978023,-0.807838839165083,-1.29236121314704,0.267881415498495,-0.745570305435417,-0.984593684965871,0.37051789624036,-1.09873039980569,-0.707341621488367
24,"BE","Lyco","UBF","PAIR","MOL_PAIR","MOL_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.354344514802,-11.9930790671296,-11.7538614367193,-13.2000905689379,-12.2084108496914,-8.52627425059661,-13.5703786732352,-12.216268152689,-9.9185450126521,-6.30255827389284,-11.8426257987832,-10.0326311409998,-10.0306957413667,-6.83997932294613,-5.73424452555213,-5.82003714938194,-9.6780692170872,-9.33188937040949,-12.1704034067756,-10.027604465583,-9.75436687039198,-10.9150793451038,-9.64256564789288,-11.2189643527506,-12.4661901171944,-11.433941657803,-10.6289212232952,-10.4118653403535,-12.3297317127698,-14.9925502046625,-10.4311478654685,-10.4596468393553,-11.8218550298274,-13.3171601779932,-12.456845069714,-13.2562166468081,-9.99537179941084,-1.71302451658331,0.18694054128168,-0.111998643268958,0.146255937968189,0.846373178345914,-1.39211311296053,-1.1409706797156,-1.49321497074471,1.75728263623732,-0.848203136611245,-1.96222115859463,-2.59748787311359,-1.58217134943514,-1.95990432560522,-1.37690124544207,-1.54128038173351,-0.937421354059706,-0.933750203429101,-1.48515010233731,-1.56836502872045,-0.0894023573519404
24,"NO","Lyco","FOR","FOR","HMI_FOR","HMI_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-12.8621876102933,-11.7779879150644,-12.924855659011,-13.1076077934515,-13.8610957883583,-9.82299106474018,-15.9816928364779,-10.5668382648204,-10.6755554697451,-6.35951413867957,-12.220606782203,-8.98667551663128,-9.7432029611564,-7.02754547199569,-5.93549801637651,-6.43232681557691,-8.27788916679738,-7.96197014323676,-11.6768156969534,-9.19591064248531,-9.10271570232309,-11.5207732516426,-10.1558396337951,-10.9157324315617,-11.1184570427481,-10.8509550873658,-11.2978379852461,-10.0664170500039,-11.4660162598916,-14.3679801511568,-7.18427081034698,-6.88822513935903,-10.5425300228506,-11.1382003955257,-13.5253201726731,-11.7090909238458,-10.9172945452295,0.622453727981757,0.493263936120302,-0.637625054672527,0.633789271849022,-0.0950832105117166,-0.717954450130059,-0.136171367082313,0.856979732553731,-0.592140589558446,1.0794898329502,0.891137947669868,0.608852627236977,0.244332348814762,1.58359728158766,1.08701563084942,-0.623987005249022,-0.767968991598825,2.55756590771694,-0.744739600645065,-0.0220776366975727,-0.667299816521467
24,"RO","Lyco","FBF","PAIR","POA_PAIR","POA_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.5140925398877,-11.8995120145609,-12.2328810240735,-13.2749260362826,-11.8615003636905,-9.30146535439818,-13.7644235209133,-12.0553428088375,-10.5343094411018,-6.69787879569538,-13.1691884853903,-8.6500165138169,-10.209188442624,-6.47679958877236,-5.40182623631949,-6.33604960640894,-8.88205993730621,-8.4153022229559,-12.5232962788187,-10.3987797173413,-9.52357067141834,-12.1148006973884,-10.496282226781,-11.354325258811,-13.8101822865052,-13.0953878041521,-11.3630608867683,-11.1891038761912,-13.5970755599861,-14.8859716244162,-10.9672489958015,-10.7305675796004,-12.7346968105719,-12.4643708830779,-14.2412884711097,-12.2823280056574,-10.8668189370132,-0.157485337945734,0.0502419783235752,0.942303123346079,-0.156112318469276,0.567540805007483,1.32021162429002,0.48625410463389,-1.06277170459378,0.402402758585867,0.356283166847422,0.654350086735327,0.636648650068752,1.1116577400263,0.562299849775755,0.646457194259596,1.15780166257123,0.424839325154392,-0.19991996958159,1.62807366757825,-0.00384747837605106,0.126612204081465
25,"NO","Lyco","UBF","PAIR","HMI_PAIR","HMI_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.438981037505,-11.6015874800216,-11.738940452726,-13.5111855303657,-13.2512686326911,-8.82235854851072,-14.5488758541729,-11.2233800401569,-9.37867725823834,-6.03255528353793,-11.8361510426461,-8.84866364188558,-10.6498234447284,-7.03912028413091,-5.80026474040407,-6.11385740365943,-8.96773549454904,-8.01902372682202,-12.027118832226,-9.5838136234318,-9.21862518455024,-10.7884276572224,-9.55630465875953,-10.9939154158568,-11.4168051661389,-11.5931490139834,-10.4973701752842,-10.2491186981619,-12.3808270827649,-14.1174852258117,-9.22035904653296,-9.72772235774832,-10.4833074649968,-11.1920541228878,-13.2238212527164,-11.9827406897009,-10.562834804945,0.52370818733571,0.41426974007367,-0.669730775018433,-0.90177129865089,-0.00256098666126284,0.4956998394281,-0.538884912321593,0.552081818039783,-0.28986655535172,1.02032838170135,0.870642326969678,0.576614277003508,0.300811960301002,1.28701978610092,0.936300710409342,-0.343008355447355,-0.293702019235981,2.09604875969186,-0.242238022001632,1.19181361445068,3.37329643938744
25,"RO","Lyco","UBF","PAIR","ALB_PAIR","ALB_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.5001687473078,-11.5458586398208,-12.2683417683258,-13.1547630469975,-12.4793276391632,-10.2262742692392,-13.6722564866326,-11.6593490695377,-11.9869549200533,-7.10804143000726,-12.6684180968157,-8.75319683649189,-10.1802997732308,-6.19375773671673,-5.36043999998128,-6.43539811263905,-8.93251723338638,-8.41354808889441,-10.5852464776489,-10.4948825539792,-9.63736117071317,-12.1675018381368,-10.4121883305344,-12.474856631465,-13.4569387785433,-12.7042952611026,-11.5777905177194,-11.3349497574997,-12.8774054259799,-13.8228138095928,-11.5395565343437,-11.501410468205,-12.7290350336704,-13.0469467731473,-13.1554741799641,-11.8491602680568,-10.873029373838,-0.154485344328066,-1.08074598863898,1.81223618143954,-0.107189019181344,0.776158796671483,NA,0.899006116927991,-1.2207903596386,0.667676443340967,0.501626657818969,0.337357799181986,-0.370222674849994,0.888261986313224,-0.462529373141211,1.08144128958549,-0.211857286428817,1.43001238310085,-0.752213986491493,-0.770587335671907,-0.0426179907333956,0.0461545097277854
25,"SE","Lyco","UBF","PAIR","NAR_PAIR","NAR_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.8095692281265,-11.9636595173002,-12.1124239406194,-13.4342961053852,-12.413578724869,-9.54412370215546,-14.4885539146056,-12.4449893732303,-9.0623096312944,-6.13330990067491,-12.6322385635577,-9.1556691051854,-10.5080156378426,-6.85618599209616,-5.64673993555864,-6.24106102823958,-8.62463522984055,-8.31706131147839,-12.0635884905064,-9.50132383531688,-9.28351700607412,-10.3906402090288,-9.63489226617558,-11.6124882186075,-11.8551910934813,-12.0593171931705,-10.0158472830613,-11.0836007713348,-12.7554297858168,-14.1370120025496,-10.2390271302719,-10.240581750059,-11.5135719816676,-11.8654444581393,-13.321856880182,-9.4271544697104,-10.5979884555055,0.0107185748224665,-0.210414812811069,-0.157844713052866,-0.661901741741827,0.603527143490998,-0.691371850747207,0.406152656309706,0.759302496403206,-0.265990074565427,-0.655250944208488,-0.390242240119466,0.147943405808018,-0.818450712056146,-0.740446664023356,-0.733821825096413,-0.0425261667246309,-1.11666796545346,-0.166536864425049,0.0564347291063551,0.563461697136523,-0.694899503281279
26,"BE","Lyco","UBF","PAIR","SLI_PAIR","SLI_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.2092102556446,-11.4325546113102,-11.2438595409472,-13.351842806087,-12.0193030943056,-9.07642815353922,-14.7068884776999,-11.4653528073979,-9.5545444199975,-5.95966780663198,-11.9683611741459,-9.8162807863005,-10.5162520538937,-7.53901790332717,-5.62714464632094,-5.98675308317017,-10.1041830114294,-9.91517100839183,-13.1092163618968,-10.2255698538176,-9.90150433712192,-10.2959856071787,-9.41325038714019,-10.9063150675015,-12.3381754884112,-11.4224872085607,-10.3534600428646,-10.2990185424782,-12.8152452690988,-14.2476523512375,-10.7371611119089,-11.3439393518025,-11.4010349438675,-12.2944475805443,-13.0688121058903,-12.2504667967781,-10.4371742730139,-2.69521325646107,0.502779747108468,-2.02820347124854,-0.675836136512736,0.147214504412353,-1.39545654172366,-1.84528464761512,-1.12391107148999,1.70543464774367,-1.44764155727667,-2.11888761897071,-2.91651331056144,-1.74903043943148,-2.01575663170068,-1.83984967713388,-1.4385051556314,-1.39764781451038,-0.884325528029487,-1.37044725068702,-1.70796928863989,-0.0894023573519404
26,"NO","Lyco","FBF","PAIR","HMI_PAIR","HMI_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.8397857196049,-12.4703665646431,-12.3029218009044,-13.4040149763724,-13.2522296089658,-9.54795467967054,-14.6082630109611,-11.4302663473299,-9.29447338392787,-6.1222126500547,-12.3110326763849,-9.17139764727571,-10.4789623256946,-6.58679104811424,-5.8642429604355,-6.2302729135155,-8.39819176379636,-7.61666429775578,-11.6547452854327,-8.95323931423405,-8.74197704518996,-11.2725452604255,-9.8678896550797,-11.1840690212764,-10.8946449057228,-10.7404194177024,-10.8373623713887,-10.3693925754758,-12.181863286505,-13.8767582049515,-10.0282159900655,-10.4748593017243,-11.2082698418056,-12.1409767500678,-13.1644769592326,-11.9148258908881,-10.6276461826476,1.22488444241872,0.222184575027048,0.61690472996058,-0.612746753587799,-1.32734290068106,-0.0357000571018853,0.0532287055796352,0.854405020542853,0.126622371457657,0.93034532640888,0.81357526705647,0.0821048490035939,0.319789787716426,0.4780847648893,0.944596883194655,-0.461208360487237,0.941090657943011,0.605347628821766,-0.0902246040294294,1.5223661376752,-0.714221417310121
26,"RO","Lyco","FBF","PAIR","ALB_PAIR","ALB_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.3486039310346,-12.076020416663,-12.0574766862214,-13.3065107484916,-11.598578764222,-9.38306134271771,-15.7254165833404,-12.4695744442315,-11.0060983248666,-6.75931743526118,-11.6635534213732,-9.73808434717394,-10.1950917584923,-6.67464079737297,-5.42899776881772,-6.15878075108042,-8.47205186172883,-7.87132211079181,-11.8619093097128,-10.2369835833377,-9.36878101329192,-12.0363371042723,-10.1281929824785,-12.0662615010987,-14.0472132568337,-12.7502028199111,-10.9977766182955,-11.2124746978914,-13.1909125894329,-14.3254659974966,-11.5501567518816,-11.2579413796827,-13.1495473428325,-12.2130055624561,-12.3411067579098,-12.6950861395852,-10.7396051871245,0.779762537865582,-0.668433005271598,0.361082807701638,-0.132240074635791,0.819061336635817,-1.27381875247277,0.358714716151788,-0.85792386329409,0.566119731153941,0.783349222314231,0.457538955587556,0.019154915659575,0.638429329109662,-0.054689298982771,0.99328575468966,0.0743011590495558,1.11689415903613,-0.029058753050116,-0.333938179165429,0.753054766023273,0.128378551377934
26,"SE","Lyco","FBF","PAIR","NAR_PAIR","NAR_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-11.7109771754247,-12.4455863953694,-11.1635040372346,-13.616175246277,-12.320078976375,-8.40786761015594,-14.263534975746,-11.9002930009779,-8.69133821193245,-6.17414284109495,-12.6147913410893,-9.40026705987385,-10.0710325435224,-6.68709163990386,-5.75448704355927,-6.5752388236982,-8.68636349891201,-8.24006004199945,-11.8887075254959,-9.07998606763227,-9.11709996076315,-10.9251574312492,-9.79136759178649,-11.2114463461593,-11.2726688167914,-11.5849661535603,-9.68406890402904,-10.7695776893911,-11.9117885951217,-13.5712351700721,-8.58302522507671,-7.89474432481155,-10.9658405884702,-11.8941293395143,-13.0234398324011,-9.23188043912374,-10.889755946685,0.142841629930161,0.194533533632196,0.325092155796672,0.0779058090632475,-1.86437146511419,0.510933619804095,-0.307955763099829,1.33088512533422,-0.207749995876373,0.243370196966276,-0.376598115865097,0.888629481730838,-0.750548446673083,0.56889265907776,-0.0287020266143791,0.292833565683452,-1.05391483126892,0.692634893471336,0.37592510040671,0.0490908955044838,-0.697080041204619
27,"BE","Lyco","UBF","PAIR","ROO_PAIR","ROO_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.906919736188,-12.5266988482348,-10.054007437563,-12.5837909616158,-12.0023947295489,-8.20369841535694,-15.5006971467356,-11.2693934326524,-9.44614972875668,-6.13615635482393,-11.9172859952493,-9.65569703535828,-10.3187227093676,-7.13488121417262,-5.77581487159877,-5.9309916188289,-9.31751002448114,-8.80118332114424,-12.0662394709545,-9.9298204367293,-9.75628369514029,-10.9663239980523,-9.60393859464909,-10.5368446084606,-11.9038222623988,-11.3323748905511,-10.4317073635413,-10.3217739639299,-11.4966094029674,-14.3417066147136,-9.29567053971151,-9.57606046346374,-10.7800149532412,-11.8623458015358,-12.4706729323744,-12.6276939881287,-10.6205029575851,-0.814914932890956,0.876258283171203,-0.93403771022162,-0.341564133034278,1.1719923924183,-1.41318194533546,-2.35042934449114,-1.71351973329994,2.47841148496983,-0.292711973539891,-0.467001356644037,-1.36692598517689,1.06839243827781,-0.920283377199905,0.308873265442656,-1.52250553262928,0.825740173201764,-0.876098299883346,-1.49478029242884,-0.398613067888361,0.715958763605126
27,"SE","Lyco","UBF","PAIR","LAN_PAIR","LAN_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.9782280115001,-12.6548748078495,-11.5513676604994,-12.5843808160861,-12.1080800661895,-9.70257433827353,-14.2638316483246,-11.9689518772652,-10.0224142903574,-6.24375193241301,-12.9548692369406,-8.7487392566761,-9.87852002232135,-6.67389452621864,-5.86349303056502,-5.99771475087838,-8.18391535995123,-7.79723519328452,-11.6023179284869,-9.59362911461021,-9.35616836732523,-10.9469073695668,-10.1239508106452,-12.1537564079656,-12.0463516793071,-12.6112665219786,-10.4396532962852,-11.4601780684274,-13.1257470893829,-13.9258006085966,-10.3238389634099,-10.4519464582149,-11.8210741028294,-11.7137294535212,-13.4064966016416,-9.74588175591816,-10.3073128855758,0.90874574999622,-0.756730907356335,0.36324201880386,0.4042284315364,-1.26694302183355,-0.391885407740258,-0.0970869877340988,0.775054843185416,-1.26326969350796,-0.594773334549183,-0.70126152413479,0.0750394485468532,-0.509695266592811,-0.976450198944313,-0.671447638569345,-0.0245222643864366,-0.549668519978363,-0.958311283131246,-0.21036486868676,0.406555456342304,-0.709667575963492
